"METRO_ID","Metropolitan areas","VAR","Variables","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"US250","Orlando","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.07,,
"US251","Clearwater/Saint Petersburg","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.06,,
"US252","Tampa","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.102,,
"US259","Miami","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.092,,
"US261","Mcallen","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.059,,
"US205","Birmingham (US)","ENTROPY_1000M","Spatial ordinal entropy index at a 1,000 meters scale","2014","2014","IDX","Index","0","Units",,,0.115,,
"AUT","Austria","EQU_HOU_DISP_INC","Equivalised household disposable income","2012","2012","USD","US Dollar","0","Units",,,30920,,
"AUT","Austria","GINI_INC","Gini index","2012","2012","IDX","Index","0","Units",,,0.255,,
"BEL","Belgium","EQU_HOU_DISP_INC","Equivalised household disposable income","2013","2013","USD","US Dollar","0","Units",,,27031,,
"BEL","Belgium","GINI_INC","Gini index","2013","2013","IDX","Index","0","Units",,,0.311,,
"CAN","Canada","EQU_HOU_DISP_INC","Equivalised household disposable income","2013","2013","USD","US Dollar","0","Units",,,30369,,
"CAN","Canada","GINI_INC","Gini index","2013","2013","IDX","Index","0","Units",,,0.373,,
"CHL","Chile","EQU_HOU_DISP_INC","Equivalised household disposable income","2013","2013","USD","US Dollar","0","Units",,,11091,,
"CHL","Chile","GINI_INC","Gini index","2013","2013","IDX","Index","0","Units",,,0.439,,
"DNK","Denmark","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,25308,,
"DNK","Denmark","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.24,,
"EST","Estonia","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,16938,,
"FIN","Finland","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,24766,,
"FRA","France","EQU_HOU_DISP_INC","Equivalised household disposable income","2011","2011","USD","US Dollar","0","Units",,,29014,,
"FRA","France","GINI_INC","Gini index","2011","2011","IDX","Index","0","Units",,,0.339,,
"HUN","Hungary","EQU_HOU_DISP_INC","Equivalised household disposable income","2013","2013","USD","US Dollar","0","Units",,,9288,,
"ITA","Italy","EQU_HOU_DISP_INC","Equivalised household disposable income","2013","2013","USD","US Dollar","0","Units",,,23597,,
"ITA","Italy","GINI_INC","Gini index","2013","2013","IDX","Index","0","Units",,,0.305,,
"JPN","Japan","EQU_HOU_DISP_INC","Equivalised household disposable income","2013","2013","USD","US Dollar","0","Units",,,23337,,
"MEX","Mexico","EQU_HOU_DISP_INC","Equivalised household disposable income","2010","2010","USD","US Dollar","0","Units",,,6248,,
"NLD","The Netherlands","EQU_HOU_DISP_INC","Equivalised household disposable income","2013","2013","USD","US Dollar","0","Units",,,28207,,
"NOR","Norway","EQU_HOU_DISP_INC","Equivalised household disposable income","2013","2013","USD","US Dollar","0","Units",,,38764,,
"NOR","Norway","GINI_INC","Gini index","2013","2013","IDX","Index","0","Units",,,0.24,,
"SWE","Sweden","EQU_HOU_DISP_INC","Equivalised household disposable income","2013","2013","USD","US Dollar","0","Units",,,29182,,
"SWE","Sweden","GINI_INC","Gini index","2013","2013","IDX","Index","0","Units",,,0.271,,
"GBR","United Kingdom","EQU_HOU_DISP_INC","Equivalised household disposable income","2012","2012","USD","US Dollar","0","Units",,,25815,,
"USA","United States","EQU_HOU_DISP_INC","Equivalised household disposable income","2014","2014","USD","US Dollar","0","Units",,,42267,,
"USA","United States","GINI_INC","Gini index","2014","2014","IDX","Index","0","Units",,,0.376,,
"AUS","Australia","EQU_HOU_DISP_INC","Equivalised household disposable income","2011","2011","USD","US Dollar","0","Units",,,34793,,
